projet;immeuble;niveau;numero_lot;typologie;surface_habitable;surface_balcon;surface_totale;nb_chambres;nb_sdb;orientation;exposition;ascenseur;parking;prix_dh;prix_m2;statut;date_fin_option;plan_fichier;plan_architecte;plan_visuel;visite_360;notes
andalusia;D;2;D2 04-bis1;f3;71.0;0.0;71.0;2;1;rue;;;sous-sol;851000;11985;vendu;;;;;;Consistance 2 chambre + salon + parking · Façade 1 · Voie EV
andalusia;D;3;D3 01;f4;92.0;0.0;92.0;3;1;rue;;;sous-sol;1082000;11760;disponible;;;;;;Consistance 3 chambre + salon + parking · Façade 1 · Voie EV+PARK
andalusia;D;3;D3 02;f3;70.0;0.0;70.0;2;1;rue;;;sous-sol;840000;12000;vendu;;;;;;Consistance 2 chambre + salon + parking · Façade 1F · Voie 12
andalusia;D;3;D3 03;f4;96.0;0.0;96.0;3;1;rue;;;sous-sol;1126000;11729;vendu;;;;;;Consistance 3 chambre + salon + parking · Façade 1 · Voie 12
andalusia;D;3;D3 04;f3;71.0;0.0;71.0;2;1;rue;;;sous-sol;851000;11985;vendu;;;;;;Consistance 2 chambre + salon + parking · Façade 1F · Voie EV
andalusia;D;4;D4 01;f2;95.0;0.0;95.0;1;1;rue;;;sous-sol;1115000;11736;disponible;;;;;;Consistance 1 chambre + salon + parking · Façade 1F · Voie EV
andalusia;D;4;D4 02;f2;63.0;0.0;63.0;1;1;rue;;;sous-sol;763000;12111;vendu;;;;;;Consistance 1 chambre + salon + parking · Façade 1F · Voie 12
andalusia;D;4;D4 03;f3;92.0;0.0;92.0;2;1;rue;;;sous-sol;1082000;11760;disponible;;;;;;Consistance 2 chambre + salon + parking · Façade 1F · Voie 12
andalusia;D;4;D4 04;f3;71.0;0.0;71.0;2;1;rue;;;sous-sol;851000;11985;disponible;;;;;;Consistance 2 chambre + salon + parking · Façade 1F · Voie EV
andalusia;;;LC 01;f3;146.0;0.0;146.0;2;1;angle;;;aucun;1770000;12123;vendu;;;;;;Consistance lc  *mezanine/rdc/sous sol · Façade 2F · Voie 20+10
andalusia;;;LC02;commerce;82.0;0.0;82.0;0;0;rue;;;aucun;950000;11585;disponible;;;;;;Consistance lc  *mezanine/rdc/sous sol · Façade 1F · Voie 20
